Date,Adj Close,%Change,Returns on 10000
24-03-2023,399.952,-1.39%,19141.67
27-03-2023,398.460,-0.37%,19070.26
28-03-2023,398.684,0.06%,19081.02
29-03-2023,403.437,1.19%,19308.48
31-03-2023,410.039,1.64%,19624.47
03-04-2023,413.375,0.81%,19784.10
05-04-2023,414.153,0.19%,19821.33
06-04-2023,417.334,0.77%,19973.60
10-04-2023,416.477,-0.21%,19932.57
11-04-2023,418.692,0.53%,20038.58
12-04-2023,419.911,0.29%,20096.93
13-04-2023,423.376,0.83%,20262.77
17-04-2023,425.089,0.40%,20344.74
18-04-2023,425.928,0.20%,20384.89
19-04-2023,423.745,-0.51%,20280.42
20-04-2023,424.634,0.21%,20322.98
21-04-2023,422.773,-0.44%,20233.91
24-04-2023,427.758,1.18%,20472.47
25-04-2023,428.345,0.14%,20500.60
26-04-2023,430.539,0.51%,20605.59
27-04-2023,431.173,0.15%,20635.93
28-04-2023,433.279,0.49%,20736.73
02-05-2023,435.883,0.60%,20861.34
03-05-2023,435.626,-0.06%,20849.04
04-05-2023,442.166,1.50%,21162.05
05-05-2023,433.116,-2.05%,20728.93
08-05-2023,439.388,1.45%,21029.10
09-05-2023,438.865,-0.12%,21004.05
10-05-2023,441.812,0.67%,21145.11
11-05-2023,444.957,0.71%,21295.64
12-05-2023,446.097,0.26%,21350.17
15-05-2023,450.288,0.94%,21550.75
16-05-2023,450.669,0.08%,21568.98
17-05-2023,449.376,-0.29%,21507.13
18-05-2023,449.376,0.00%,21507.13
19-05-2023,450.415,0.23%,21556.83
22-05-2023,451.136,0.16%,21591.36
23-05-2023,452.409,0.28%,21652.26
24-05-2023,451.538,-0.19%,21610.61
25-05-2023,451.500,-0.01%,21608.75
26-05-2023,454.988,0.77%,21775.72
29-05-2023,458.476,0.77%,21942.63
30-05-2023,460.787,0.50%,22053.25
31-05-2023,458.391,-0.52%,21938.58
01-06-2023,458.266,-0.03%,21932.61
02-06-2023,459.038,0.17%,21969.55
05-06-2023,461.855,0.61%,22104.37
06-06-2023,463.599,0.38%,22187.85
07-06-2023,466.735,0.68%,22337.91
08-06-2023,463.996,-0.59%,22206.83
09-06-2023,463.515,-0.10%,22183.83
12-06-2023,464.342,0.18%,22223.41
13-06-2023,466.504,0.47%,22326.84
14-06-2023,464.755,-0.37%,22243.18
15-06-2023,460.216,-0.98%,22025.93
16-06-2023,466.231,1.31%,22313.78
19-06-2023,465.911,-0.07%,22298.50
20-06-2023,467.946,0.44%,22395.87
21-06-2023,469.717,0.38%,22480.64
22-06-2023,467.738,-0.42%,22385.94
23-06-2023,464.538,-0.68%,22232.76
26-06-2023,465.481,0.20%,22277.91
27-06-2023,472.949,1.60%,22635.35
28-06-2023,475.375,0.51%,22751.44
30-06-2023,480.042,0.98%,22974.77
03-07-2023,484.091,0.84%,23168.58
04-07-2023,484.794,0.15%,23202.21
05-07-2023,484.640,-0.03%,23194.84
06-07-2023,486.484,0.38%,23283.12
07-07-2023,482.865,-0.74%,23109.91
10-07-2023,481.545,-0.27%,23046.71
11-07-2023,481.773,0.05%,23057.63
12-07-2023,481.730,-0.01%,23055.59
13-07-2023,480.800,-0.19%,23011.05
14-07-2023,483.032,0.46%,23117.87
17-07-2023,486.962,0.81%,23305.98
18-07-2023,485.316,-0.34%,23227.21
19-07-2023,488.026,0.56%,23356.90
20-07-2023,492.194,0.85%,23556.36
21-07-2023,490.839,-0.28%,23491.54
24-07-2023,492.611,0.36%,23576.36
25-07-2023,492.135,-0.10%,23553.55
26-07-2023,495.442,0.67%,23711.84
27-07-2023,493.128,-0.47%,23601.09
28-07-2023,492.039,-0.22%,23548.97
31-07-2023,494.244,0.45%,23654.50
01-08-2023,493.411,-0.17%,23614.65
02-08-2023,485.579,-1.59%,23239.78
03-08-2023,481.028,-0.94%,23021.96
04-08-2023,485.181,0.86%,23220.75
07-08-2023,486.265,0.22%,23272.63
08-08-2023,491.184,1.01%,23508.04
09-08-2023,490.334,-0.17%,23467.37
10-08-2023,488.017,-0.47%,23356.47
11-08-2023,484.367,-0.75%,23181.80
14-08-2023,483.087,-0.26%,23120.54
16-08-2023,481.471,-0.33%,23043.21
17-08-2023,481.532,0.01%,23046.11
18-08-2023,480.595,-0.19%,23001.24
