Date,Adj Close,%Change,Returns on 10000
13-12-2022,156.621,1.06%,27543.36
14-12-2022,157.784,0.74%,27747.82
15-12-2022,156.279,-0.95%,27483.19
16-12-2022,154.276,-1.28%,27130.94
19-12-2022,155.545,0.82%,27354.14
20-12-2022,155.236,-0.20%,27299.78
21-12-2022,150.501,-3.05%,26467.03
22-12-2022,148.319,-1.45%,26083.39
23-12-2022,141.173,-4.82%,24826.66
26-12-2022,147.292,4.33%,25902.65
27-12-2022,150.039,1.87%,26385.77
28-12-2022,150.944,0.60%,26544.95
29-12-2022,152.008,0.70%,26732.02
30-12-2022,153.461,0.96%,26987.59
02-01-2023,156.079,1.71%,27448.1
03-01-2023,156.746,0.43%,27565.26
04-01-2023,154.724,-1.29%,27209.71
05-01-2023,154.938,0.14%,27247.36
06-01-2023,153.913,-0.66%,27067.06
09-01-2023,155.01,0.71%,27260
10-01-2023,153.576,-0.93%,27007.8
11-01-2023,154.571,0.65%,27182.78
12-01-2023,154.091,-0.31%,27098.47
13-01-2023,155.231,0.74%,27298.9
16-01-2023,156.061,0.53%,27444.88
17-01-2023,155.65,-0.26%,27372.48
18-01-2023,156.097,0.29%,27451.23
19-01-2023,155.468,-0.40%,27340.54
20-01-2023,155.593,0.08%,27362.53
23-01-2023,155.243,-0.23%,27300.96
24-01-2023,154.099,-0.74%,27099.81
25-01-2023,152.561,-1.00%,26829.3
27-01-2023,148.494,-2.67%,26114.06
30-01-2023,147.806,-0.46%,25993.11
31-01-2023,151.448,2.46%,26633.61
01-02-2023,148.956,-1.65%,26195.45
02-02-2023,150.217,0.85%,26417.05
03-02-2023,149.706,-0.34%,26327.28
06-02-2023,150.098,0.26%,26396.14
07-02-2023,149.733,-0.24%,26331.99
08-02-2023,150.688,0.64%,26500
09-02-2023,150.555,-0.09%,26476.55
10-02-2023,151.22,0.44%,26593.56
13-02-2023,150.449,-0.51%,26457.85
14-02-2023,150.263,-0.12%,26425.23
15-02-2023,151.093,0.55%,26571.25
16-02-2023,151.355,0.17%,26617.18
17-02-2023,150.979,-0.25%,26551.06
20-02-2023,150.345,-0.42%,26439.63
21-02-2023,150.579,0.16%,26480.73
22-02-2023,149.288,-0.86%,26253.7
23-02-2023,148.666,-0.42%,26144.33
24-02-2023,147.473,-0.80%,25934.58
27-02-2023,145.915,-1.06%,25660.59
28-02-2023,146.976,0.73%,25847.09
01-03-2023,148.83,1.26%,26173.17
02-03-2023,148.528,-0.20%,26120.08
03-03-2023,150.72,1.48%,26505.63
06-03-2023,152.432,1.14%,26806.58
08-03-2023,153.358,0.61%,26969.51
09-03-2023,152.846,-0.33%,26879.48
10-03-2023,151.924,-0.60%,26717.3
13-03-2023,148.514,-2.24%,26117.65
14-03-2023,147.886,-0.42%,26007.17
15-03-2023,147.283,-0.41%,25901.13
16-03-2023,147.117,-0.11%,25871.97
17-03-2023,146.446,-0.46%,25753.94
20-03-2023,144.482,-1.34%,25408.65
21-03-2023,145.837,0.94%,25646.94
22-03-2023,146.426,0.40%,25750.37
23-03-2023,146.315,-0.08%,25730.92
24-03-2023,144.326,-1.36%,25381.18
