Date,Adj Close,%Change,Returns on 10000
29-10-2020,113.074,-0.49%,9984.38
30-10-2020,112.840,-0.21%,9963.75
02-11-2020,112.589,-0.22%,9941.56
03-11-2020,113.495,0.80%,10021.58
04-11-2020,113.869,0.33%,10054.63
05-11-2020,115.615,1.53%,10208.81
06-11-2020,115.883,0.23%,10232.42
09-11-2020,117.300,1.22%,10357.61
10-11-2020,118.094,0.68%,10427.69
11-11-2020,118.161,0.06%,10433.61
12-11-2020,119.337,0.99%,10537.41
13-11-2020,119.602,0.22%,10560.85
17-11-2020,122.076,2.07%,10779.33
18-11-2020,122.167,0.07%,10787.34
19-11-2020,121.656,-0.42%,10742.23
20-11-2020,122.622,0.79%,10827.48
23-11-2020,122.793,0.14%,10842.63
24-11-2020,124.060,1.03%,10954.48
25-11-2020,123.137,-0.74%,10873.01
26-11-2020,124.828,1.37%,11022.27
27-11-2020,126.347,1.22%,11156.46
01-12-2020,128.772,1.92%,11370.53
02-12-2020,129.973,0.93%,11476.64
03-12-2020,131.059,0.84%,11572.52
04-12-2020,132.477,1.08%,11697.71
07-12-2020,135.138,2.01%,11932.70
08-12-2020,135.606,0.35%,11973.98
09-12-2020,135.902,0.22%,12000.13
10-12-2020,135.989,0.06%,12007.85
11-12-2020,136.007,0.01%,12009.36
14-12-2020,138.796,2.05%,12255.68
15-12-2020,139.632,0.60%,12329.48
16-12-2020,141.942,1.65%,12533.50
17-12-2020,141.979,0.03%,12536.71
18-12-2020,141.745,-0.16%,12516.11
21-12-2020,136.494,-3.71%,12052.36
22-12-2020,137.263,0.56%,12120.31
23-12-2020,140.341,2.24%,12392.12
24-12-2020,142.038,1.21%,12541.94
28-12-2020,142.937,0.63%,12621.35
