Date,Adj Close,%Change,Returns on 10000
24-03-2023,135.390,-1.01%,20970.02
27-03-2023,135.016,-0.28%,20911.98
28-03-2023,134.807,-0.15%,20879.72
29-03-2023,137.210,1.78%,21251.87
31-03-2023,139.198,1.45%,21559.75
03-04-2023,140.080,0.63%,21696.45
05-04-2023,140.186,0.08%,21712.79
06-04-2023,140.897,0.51%,21822.99
10-04-2023,141.253,0.25%,21878.08
11-04-2023,141.934,0.48%,21983.50
12-04-2023,142.103,0.12%,22009.80
13-04-2023,142.505,0.28%,22072.02
17-04-2023,142.832,0.23%,22122.71
18-04-2023,142.847,0.01%,22124.91
19-04-2023,142.770,-0.05%,22113.11
20-04-2023,142.870,0.07%,22128.49
21-04-2023,142.112,-0.53%,22011.13
24-04-2023,143.061,0.67%,22158.04
25-04-2023,143.268,0.15%,22190.26
26-04-2023,143.890,0.43%,22286.50
27-04-2023,143.969,0.05%,22298.68
28-04-2023,146.366,1.67%,22669.98
02-05-2023,147.471,0.75%,22841.12
03-05-2023,146.930,-0.37%,22757.43
04-05-2023,148.171,0.84%,22949.63
05-05-2023,146.240,-1.30%,22650.44
08-05-2023,147.330,0.75%,22819.29
09-05-2023,146.965,-0.25%,22762.73
10-05-2023,146.408,-0.38%,22676.46
11-05-2023,146.087,-0.22%,22626.79
12-05-2023,145.367,-0.49%,22515.30
15-05-2023,146.189,0.57%,22642.63
16-05-2023,146.002,-0.13%,22613.57
17-05-2023,145.544,-0.31%,22542.64
18-05-2023,145.544,0.00%,22542.64
19-05-2023,144.585,-0.66%,22394.20
22-05-2023,145.298,0.49%,22504.63
23-05-2023,145.294,0.00%,22504.02
24-05-2023,145.200,-0.06%,22489.43
25-05-2023,145.579,0.26%,22548.12
26-05-2023,146.991,0.97%,22766.77
29-05-2023,147.213,0.15%,22801.22
30-05-2023,148.258,0.71%,22963.07
31-05-2023,148.252,0.00%,22962.15
01-06-2023,148.821,0.38%,23050.32
02-06-2023,149.275,0.30%,23120.56
05-06-2023,149.877,0.40%,23213.84
06-06-2023,149.954,0.05%,23225.76
07-06-2023,151.558,1.07%,23474.23
08-06-2023,150.479,-0.71%,23307.09
09-06-2023,150.499,0.01%,23310.08
12-06-2023,151.322,0.55%,23437.61
13-06-2023,153.768,1.62%,23816.42
14-06-2023,154.352,0.38%,23906.89
15-06-2023,153.691,-0.43%,23804.58
16-06-2023,154.806,0.73%,23977.19
19-06-2023,154.575,-0.15%,23941.50
20-06-2023,154.959,0.25%,24000.92
21-06-2023,156.354,0.90%,24216.94
22-06-2023,154.559,-1.15%,23938.93
23-06-2023,153.188,-0.89%,23726.57
26-06-2023,153.896,0.46%,23836.35
27-06-2023,154.691,0.52%,23959.39
28-06-2023,155.691,0.65%,24114.34
30-06-2023,156.878,0.76%,24298.11
03-07-2023,158.399,0.97%,24533.69
04-07-2023,158.425,0.02%,24537.84
05-07-2023,159.310,0.56%,24674.86
06-07-2023,160.498,0.75%,24858.84
07-07-2023,160.184,-0.20%,24810.15
10-07-2023,160.034,-0.09%,24787.04
11-07-2023,161.057,0.64%,24945.44
12-07-2023,161.542,0.30%,25020.49
13-07-2023,159.809,-1.07%,24752.10
14-07-2023,161.930,1.33%,25080.67
17-07-2023,163.208,0.79%,25278.54
18-07-2023,162.772,-0.27%,25211.01
19-07-2023,164.096,0.81%,25416.06
20-07-2023,164.831,0.45%,25529.92
21-07-2023,164.271,-0.34%,25443.20
24-07-2023,164.444,0.11%,25469.98
25-07-2023,165.269,0.50%,25597.82
26-07-2023,168.317,1.84%,26069.85
27-07-2023,169.301,0.58%,26222.24
28-07-2023,170.605,0.77%,26424.34
31-07-2023,171.122,0.30%,26504.37
01-08-2023,170.487,-0.37%,26406.02
02-08-2023,167.222,-1.92%,25900.27
03-08-2023,167.617,0.24%,25961.51
04-08-2023,168.028,0.25%,26025.21
07-08-2023,168.905,0.52%,26160.92
08-08-2023,169.607,0.42%,26269.72
09-08-2023,170.329,0.43%,26381.48
10-08-2023,170.760,0.25%,26448.28
11-08-2023,170.064,-0.41%,26340.44
14-08-2023,169.375,-0.40%,26233.80
16-08-2023,169.973,0.35%,26326.37
17-08-2023,170.288,0.19%,26375.12
18-08-2023,170.254,-0.02%,26369.96
