Date,Adj Close,%Change,Returns on 10000
22-03-2023,116.580,0.26%,15510.99
23-03-2023,116.069,-0.44%,15443.07
24-03-2023,115.171,-0.77%,15323.61
27-03-2023,115.446,0.24%,15360.13
28-03-2023,115.214,-0.20%,15329.22
29-03-2023,116.087,0.76%,15445.40
31-03-2023,117.980,1.63%,15697.30
03-04-2023,118.239,0.22%,15731.72
05-04-2023,119.317,0.91%,15875.22
06-04-2023,119.602,0.24%,15913.14
10-04-2023,119.768,0.14%,15935.19
11-04-2023,120.435,0.56%,16023.94
12-04-2023,121.046,0.51%,16105.25
13-04-2023,121.164,0.10%,16120.99
17-04-2023,120.339,-0.68%,16011.13
18-04-2023,120.021,-0.26%,15968.82
19-04-2023,119.739,-0.23%,15931.30
20-04-2023,119.777,0.03%,15936.38
21-04-2023,119.779,0.00%,15936.69
24-04-2023,120.588,0.68%,16044.27
25-04-2023,120.763,0.15%,16067.57
26-04-2023,121.064,0.25%,16107.62
27-04-2023,121.752,0.57%,16199.22
28-04-2023,122.800,0.86%,16338.58
02-05-2023,123.359,0.46%,16412.98
03-05-2023,122.966,-0.32%,16360.63
04-05-2023,124.092,0.92%,16510.51
05-05-2023,122.822,-1.02%,16341.58
08-05-2023,124.149,1.08%,16518.07
09-05-2023,124.158,0.01%,16519.34
10-05-2023,124.492,0.27%,16563.72
11-05-2023,124.368,-0.10%,16547.26
12-05-2023,124.489,0.10%,16563.26
15-05-2023,125.058,0.46%,16639.08
16-05-2023,124.547,-0.41%,16571.06
17-05-2023,123.834,-0.57%,16476.18
18-05-2023,123.481,-0.28%,16429.24
19-05-2023,123.988,0.41%,16496.63
22-05-2023,124.740,0.61%,16596.74
23-05-2023,124.968,0.18%,16627.08
24-05-2023,124.542,-0.34%,16570.33
25-05-2023,124.784,0.19%,16602.54
26-05-2023,125.994,0.97%,16763.59
29-05-2023,126.668,0.53%,16853.19
30-05-2023,126.906,0.19%,16884.90
31-05-2023,126.296,-0.48%,16803.75
01-06-2023,125.978,-0.25%,16761.50
02-06-2023,126.404,0.34%,16818.08
05-06-2023,126.807,0.32%,16871.80
06-06-2023,126.842,0.03%,16876.37
07-06-2023,127.706,0.68%,16991.38
08-06-2023,127.081,-0.49%,16908.17
09-06-2023,126.612,-0.37%,16845.73
12-06-2023,126.868,0.20%,16879.91
13-06-2023,127.647,0.61%,16983.46
14-06-2023,127.916,0.21%,17019.28
15-06-2023,127.492,-0.33%,16962.88
16-06-2023,128.432,0.74%,17087.96
19-06-2023,127.981,-0.35%,17027.92
20-06-2023,128.397,0.32%,17083.23
21-06-2023,128.669,0.21%,17119.48
22-06-2023,128.085,-0.45%,17041.81
23-06-2023,127.364,-0.56%,16945.84
26-06-2023,127.536,0.14%,16968.79
27-06-2023,128.394,0.67%,17082.85
28-06-2023,129.444,0.82%,17222.64
30-06-2023,130.931,1.15%,17420.46
03-07-2023,131.839,0.69%,17541.19
04-07-2023,132.290,0.34%,17601.26
05-07-2023,132.354,0.05%,17609.81
06-07-2023,133.026,0.51%,17699.21
07-07-2023,131.904,-0.84%,17549.85
10-07-2023,132.065,0.12%,17571.36
11-07-2023,132.646,0.44%,17648.60
12-07-2023,132.269,-0.28%,17598.42
13-07-2023,132.529,0.20%,17633.02
14-07-2023,133.577,0.79%,17772.47
17-07-2023,134.575,0.75%,17905.29
18-07-2023,134.832,0.19%,17939.47
19-07-2023,135.403,0.42%,18015.40
20-07-2023,136.427,0.76%,18151.73
21-07-2023,134.839,-1.16%,17940.34
24-07-2023,134.342,-0.37%,17874.25
25-07-2023,134.397,0.04%,17881.63
26-07-2023,135.062,0.49%,17970.05
27-07-2023,134.269,-0.59%,17864.51
28-07-2023,134.192,-0.06%,17854.29
31-07-2023,134.924,0.55%,17951.69
01-08-2023,134.785,-0.10%,17933.19
02-08-2023,133.430,-1.01%,17752.93
03-08-2023,132.468,-0.72%,17624.94
04-08-2023,133.393,0.70%,17747.96
07-08-2023,133.937,0.41%,17820.35
08-08-2023,133.756,-0.14%,17796.26
09-08-2023,134.261,0.38%,17863.47
10-08-2023,133.651,-0.45%,17782.30
11-08-2023,132.922,-0.54%,17685.39
14-08-2023,132.978,0.04%,17692.80
16-08-2023,133.184,0.16%,17720.27
17-08-2023,132.502,-0.51%,17629.46
18-08-2023,132.143,-0.27%,17581.74
