Stock Name,Average,Volatility,Max %Change,Min %Change
INFRABEES.NS,0.10751609055467452,0.6905232871002108,2.6067008436746093,-2.5248758305137273
ITBEES.NS,0.06913751101078897,1.0646236211607316,5.705895011411796,-4.765123352483948
IVZINNIFTY.NS,0.054891324795683635,0.7998991193821712,3.3315818081319177,-3.963298256880739
JUNIORBEES.NS,0.06322253823194758,0.8076677593861733,2.2159978540267002,-3.8571963554742625
KOTAKALPHA.NS,0.118123806833223,0.965702875896365,3.0425963488843815,-4.349351104875489
KOTAKBKETF.NS,0.03878176662703267,0.7997761510937661,3.2787238212192196,-3.100533643088089
KOTAKCONS.NS,0.06910952259521591,0.8682334666253692,3.4243741892849324,-2.4664826398520807
KOTAKIT.NS,0.06586808116460727,1.0084756720229497,4.1747540453074485,-4.698675359255181
KOTAKLOVOL.NS,0.08332968459308224,1.4261895493567474,11.784741144414172,-8.04387568555759
KOTAKMID50.NS,0.1491101583785993,1.1574012605985085,6.11623889331683,-5.816529895490142
KOTAKMNC.NS,0.05878411831195433,1.0552992577939553,4.741828240252904,-5.130774905974598
KOTAKNIFTY.NS,0.05662620990195523,0.5720251855144308,2.0456063910970093,-2.008051602950413
KOTAKNV20.NS,0.07570256821856003,0.782097197244522,3.6081494395373253,-2.5667730144577914
KOTAKPSUBK.NS,0.11552876034438433,1.7319957164391362,6.813608275928093,-5.873934857970413
KOTAKSILVE.NS,0.056370697362480036,2.197606776851188,20.37449665069851,-16.296292592592586
KTKSENSEX.BO,0.05287969234052675,0.8193481946610132,2.7555811917306032,-2.872105680736274
LICNETFN50.NS,0.05731511449903662,0.6268877152515927,1.917567004399853,-1.9053477282998412
LICNETFSEN.NS,0.061064854396489114,1.4805751913869887,10.85113641723001,-9.123496166532389
LICNFNHGP.NS,0.05769976233828471,0.902612440491684,3.2069671709823604,-3.923051170095709
LOWVOL.NS,0.13820273051245857,0.9749986452913803,3.5389137802426864,-3.8628657078174373
MAFANG.NS,0.23446486910259284,1.4430339597848167,6.125322550450085,-4.357495118460118
MAHKTECH.NS,-0.028884764250784702,1.6870256403149535,7.106598984771577,-4.993252361673416
MAKEINDIA.NS,0.12181750087836189,0.7116573924263572,1.4695500449893495,-1.9123310590141045
MASPTOP50.NS,0.10849208145908545,0.8990148901543175,2.7768336343774687,-3.0393996247654735
MID150BEES.NS,0.13398294909568523,0.7578492072102613,1.8761088495575193,-3.571136737573344
MIDCAPETF.NS,0.0,,0.0,0.0
MOHEALTH.NS,0.11665596487444452,1.564500392500839,10.217564102564102,-7.719425177320223
MOLOWVOL.NS,0.0810788596476931,1.2633486642857774,8.072289156626512,-7.060572277963577
MOM100.NS,0.13444386037860181,0.7867902192635396,2.7474274975781303,-3.6402013453549147
MOM50.NS,0.06415789008855464,0.9282590676875344,5.132449322912088,-4.119092088372417
MOMENTUM.NS,0.11144555858492662,1.1009658560293891,3.3505103092783566,-3.772577045696067
MOMOMENTUM.NS,0.12404922052948406,1.0072360630409356,4.612407155519652,-3.2406252421695663
MON100.NS,0.10104427987850421,0.8424201527642645,3.0715501579931903,-4.076879535656922
MONQ50.NS,0.009250623513094438,0.810260734772853,3.1116118170900693,-3.095801428833125
MOQUALITY.NS,0.08756993110225819,0.8844866458793403,3.339150128226033,-2.393729077592461
MOVALUE.NS,0.18203967643381902,1.4088360855625943,5.191256627975939,-5.2104266448726815
NETF.NS,0.05979982884723326,0.9445273476509805,4.8152211006858066,-3.2205415103959543
NEXT50.NS,0.18524787886489466,0.8778941694332327,2.1119706457400818,-2.341048954280501
NIF100BEES.NS,0.057096827406059855,0.6513968128742871,2.116230401246454,-2.2903976555453007
NIFMID150.NS,0.15065046981991168,2.0251057079626933,10.926284824465583,-9.538921866887842
NIFTYBEES.NS,0.05574330761657685,0.5924675999538479,2.0100716164366017,-1.7124195158032867
NIFTYETF.NS,0.12250755939779216,0.6211516292880274,2.0736050362788485,-1.421305090762525
NIFTYQLITY.NS,0.07759850006473962,0.6838822753365932,1.9595035924232458,-2.4708304735758366
NPBET.NS,0.04825303360281749,1.0213811377120854,3.7751778676190715,-2.928236352878437
NV20BEES.NS,0.08131077257453168,0.7399349361729943,3.2537087411665637,-2.237241981747503
PHARMABEES.NS,0.10733574364274426,0.780893156516164,3.542234332425066,-2.0733652312599666
PSUBANKICI.NS,0.2627312347189899,1.5978925415503231,8.541008539026919,-3.318586015314044
PSUBNKBEES.NS,0.11180975310367726,1.6574629277426858,7.375720231213874,-5.570409858056821
QNIFTY.NS,0.05739877253516779,0.6143497069454853,1.9815257927590475,-1.7430967321469002
SBIETFCON.NS,0.0676447295512095,0.6825519441690059,2.6856644405145356,-2.444849842054817
SBIETFIT.NS,0.0646521149576026,1.009484290184683,4.486039609758792,-4.756590751631942
SBIETFPB.NS,0.04577319797807011,0.8247439288225741,3.3531936170212813,-2.723006103286387
SBIETFQLTY.NS,0.07257791377715825,0.6386096048269357,2.5359405352845252,-2.3409062499999935
SBISENSEX.BO,0.05250214886765148,0.5883022772221769,1.95626713376367,-1.6261077927063283
SENSEXBEES.BO,0.0,,0.0,0.0
SETFBSE100.BO,0.0625773487841497,0.9503291873668893,7.579344151186129,-7.16903746446582
SETFNIF50.NS,0.05579882623035352,0.587853366338367,2.06292920568925,-1.6464179002819883
SETFNIFBK.NS,0.03857286630626209,0.7703070554014158,3.615975046159418,-2.7154661050421387
SETFNN50.NS,0.06386866041649587,0.8482205017425405,2.383291577119032,-4.733589711268947
SETFSN50.BO,0.0,,0.0,0.0
SHARIABEES.NS,0.038568887342374125,0.827131085117418,5.161572939589034,-4.328435720846178
SILVER.NS,0.05080834420359111,1.1832207349792427,3.726028767123283,-3.6515151515151465
SILVERBEES.NS,0.0498432731768757,1.2428864094207206,3.636877449025099,-4.010764002572671
SILVERETF.NS,-0.0782043244043855,1.6803094778811707,6.254426145102091,-11.273590403056948
SILVRETF.NS,0.035707289299786074,1.198588764746755,5.575988928616532,-3.795704504844842
SNXT50BEES.BO,0.0,,0.0,0.0
TECH.NS,0.07096564005045308,1.1520359339120294,5.874499528521351,-4.493608710680948
TNIDETF.NS,0.09518714113737224,1.0537974233656229,4.46513196912156,-4.793773603360588
UTIBANKETF.NS,0.03947555709095819,0.8064486937514045,3.7126515817223202,-2.54096408119297
UTINEXT50.NS,0.06722053611253812,1.1705970549914961,4.798141940432427,-6.94912111748214
UTINIFTETF.NS,-0.3080190022360652,5.761944049566923,2.2209971753028426,-90.00648143773888
UTISENSETF.NS,0.05966598882600325,1.1825078275990555,11.180958063353112,-9.440426135020395
UTISXN50.NS,0.09679098180921417,1.3011875522266823,8.052187957047984,-7.051280196616771
